LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1734245276.278469,576982.000,25475,1,EA,1,100,0.030183
1734245276.345470,577049.000,25494,2,EA,1,100,0.030183
1734245276.412471,577116.000,25494,2,EA,1,100,0.030183
1734245276.478472,577182.000,25511,1,EA,1,100,0.030183
1734245276.545473,577249.000,25528,2,EA,1,100,0.030183
1734245276.612474,577316.000,25528,2,EA,1,100,0.030183
1734245276.678475,577382.000,25545,1,EA,1,100,0.030183
1734245276.745476,577449.000,25561,2,EA,1,100,0.030183
1734245276.812476,577516.000,25561,2,EA,1,100,0.030183
1734245276.878477,577582.000,25578,1,EA,1,100,0.030183
1734245276.945478,577649.000,25595,2,EA,1,100,0.030183
1734245277.012479,577716.000,25595,2,EA,1,100,0.030183
1734245277.078480,577782.000,25612,1,EA,1,100,0.030183
1734245277.145481,577849.000,25626,2,EA,1,100,0.030183
1734245277.212482,577916.000,25626,2,EA,1,100,0.030183
1734245277.278483,577982.000,25644,1,EA,1,100,0.030183
1734245277.345484,578049.000,25660,2,EA,1,100,0.030183
1734245277.412485,578116.000,25660,2,EA,1,100,0.030183
1734245277.478486,578182.000,25677,1,EA,1,100,0.030183
1734245277.545487,578249.000,25692,2,EA,1,100,0.030183
1734245277.612488,578316.000,25692,2,EA,1,100,0.030183
1734245277.678488,578382.000,25711,1,EA,1,100,0.030182
1734245277.745490,578449.000,25727,2,EA,1,100,0.030182
1734245277.812490,578516.000,25727,2,EA,1,100,0.030183
1734245277.878491,578582.000,25744,1,EA,1,100,0.030182
1734245277.945492,578649.000,25760,2,EA,1,100,0.030182
1734245278.012493,578716.000,25760,2,EA,1,100,0.030182
1734245278.078494,578782.000,25776,1,EA,1,100,0.030182
1734245278.145495,578849.000,25792,2,EA,1,100,0.030182
1734245278.212496,578916.000,25792,2,EA,1,100,0.030182
1734245278.278497,578982.000,25812,1,EA,1,100,0.030182
1734245278.345498,579049.000,25827,2,EA,1,100,0.030182
1734245278.412499,579116.000,25827,2,EA,1,100,0.030182
1734245278.479000,579182.500,25843,2,EA,1,100,0.030182
1734245278.545501,579249.000,25843,2,EA,1,100,0.030182
1734245278.612502,579316.000,25860,1,EA,1,100,0.030182
1734245278.679003,579382.500,25877,2,EA,1,100,0.030182
1734245278.745504,579449.000,25877,2,EA,1,100,0.030182
1734245278.812505,579516.000,25893,1,EA,1,100,0.030182
1734245278.879005,579582.500,25909,2,EA,1,100,0.030182
1734245278.945506,579649.000,25909,2,EA,1,100,0.030182
1734245279.012507,579716.000,25925,1,EA,1,100,0.030182
1734245279.079008,579782.500,25944,2,EA,1,100,0.030182
1734245279.145509,579849.000,25944,2,EA,1,100,0.030182
1734245279.211510,579915.000,25960,1,EA,1,100,0.030182
1734245279.278511,579982.000,25976,2,EA,1,100,0.030182
1734245279.345512,580049.000,25976,2,EA,1,100,0.030182
1734245279.411513,580115.000,25992,1,EA,1,100,0.030183
1734245279.478514,580182.000,26009,2,EA,1,100,0.030182
1734245279.545515,580249.000,26009,2,EA,1,100,0.030183
1734245279.611516,580315.000,26026,1,EA,1,100,0.030182
1734245279.678517,580382.000,26041,2,EA,1,100,0.030182
1734245279.745517,580449.000,26041,2,EA,1,100,0.030182
1734245279.812519,580516.000,26057,1,EA,1,100,0.030183
1734245279.879019,580582.500,26075,2,EA,1,100,0.030182
1734245279.945520,580649.000,26075,2,EA,1,100,0.030183
1734245280.012521,580716.000,26091,1,EA,1,100,0.030183
1734245280.079022,580782.500,26107,2,EA,1,100,0.030183
1734245280.145523,580849.000,26107,2,EA,1,100,0.030183
1734245280.211524,580915.000,26122,1,EA,1,100,0.030183
1734245280.278525,580982.000,26142,2,EA,1,100,0.030183
1734245280.345526,581049.000,26142,2,EA,1,100,0.030183
1734245280.411527,581115.000,26158,1,EA,1,100,0.030183
1734245280.478528,581182.000,26175,2,EA,1,100,0.030183
1734245280.545529,581249.000,26175,2,EA,1,100,0.030183
1734245280.612030,581315.500,26190,2,EA,1,100,0.030182
1734245280.678531,581382.000,26190,2,EA,1,100,0.030182
1734245280.745532,581449.000,26207,1,EA,1,100,0.030182
1734245280.812032,581515.500,26225,2,EA,1,100,0.030183
1734245280.878533,581582.000,26225,2,EA,1,100,0.030182
1734245280.945534,581649.000,26243,1,EA,1,100,0.030183
1734245281.012035,581715.500,26257,2,EA,1,100,0.030183
1734245281.078536,581782.000,26257,2,EA,1,100,0.030183
1734245281.145537,581849.000,26274,1,EA,1,100,0.030183
1734245281.212038,581915.500,26291,2,EA,1,100,0.030183
1734245281.278539,581982.000,26291,2,EA,1,100,0.030183
1734245281.345540,582049.000,26308,1,EA,1,100,0.030183
1734245281.412041,582115.500,26327,2,EA,1,100,0.030183
1734245281.478542,582182.000,26327,2,EA,1,100,0.030183
1734245281.545543,582249.000,26344,1,EA,1,100,0.030183
1734245281.612044,582315.500,26361,2,EA,1,100,0.030183
1734245281.678545,582382.000,26361,2,EA,1,100,0.030183
1734245281.745546,582449.000,26378,1,EA,1,100,0.030183
