LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1735037668.301618,3080683.000,41471,1,EA,1,100,0.117592
1735037668.368285,3080749.667,41495,3,EA,1,100,0.117608
1735037668.434953,3080816.333,41495,3,EA,1,100,0.117640
1735037668.501621,3080883.000,41495,3,EA,1,100,0.117652
1735037668.568622,3080950.000,41512,1,EA,1,100,0.117690
1735037668.635123,3081016.500,41531,2,EA,1,100,0.117720
1735037668.701623,3081083.000,41531,2,EA,1,100,0.117738
1735037668.768624,3081150.000,41548,1,EA,1,100,0.117750
1735037668.835125,3081216.500,41562,2,EA,1,100,0.117774
1735037668.901626,3081283.000,41562,2,EA,1,100,0.117802
1735037668.968627,3081350.000,41579,1,EA,1,100,0.117832
1735037669.035128,3081416.500,41596,2,EA,1,100,0.117870
1735037669.101629,3081483.000,41596,2,EA,1,100,0.117904
1735037669.168630,3081550.000,41613,1,EA,1,100,0.117924
1735037669.235131,3081616.500,41629,2,EA,1,100,0.117944
1735037669.301632,3081683.000,41629,2,EA,1,100,0.117956
1735037669.368633,3081750.000,41647,1,EA,1,100,0.117980
1735037669.435133,3081816.500,41663,2,EA,1,100,0.118022
1735037669.501634,3081883.000,41663,2,EA,1,100,0.118050
1735037669.568635,3081950.000,41682,1,EA,1,100,0.118064
1735037669.635136,3082016.500,41697,2,EA,1,100,0.118100
1735037669.701637,3082083.000,41697,2,EA,1,100,0.118124
1735037669.768638,3082150.000,41716,1,EA,1,100,0.118136
1735037669.835139,3082216.500,41732,2,EA,1,100,0.118160
1735037669.901640,3082283.000,41732,2,EA,1,100,0.118199
1735037669.968641,3082350.000,41749,1,EA,1,100,0.118223
1735037670.035142,3082416.500,41764,2,EA,1,100,0.118253
1735037670.101643,3082483.000,41764,2,EA,1,100,0.118277
1735037670.168643,3082550.000,41781,1,EA,1,100,0.118303
1735037670.235144,3082616.500,41799,2,EA,1,100,0.118329
1735037670.301645,3082683.000,41799,2,EA,1,100,0.118354
1735037670.368646,3082750.000,41817,1,EA,1,100,0.118384
1735037670.435147,3082816.500,41832,2,EA,1,100,0.118418
1735037670.501648,3082883.000,41832,2,EA,1,100,0.118444
1735037670.568649,3082950.000,41852,1,EA,1,100,0.118454
1735037670.635150,3083016.500,41869,2,EA,1,100,0.118467
1735037670.701651,3083083.000,41869,2,EA,1,100,0.118495
1735037670.768152,3083149.500,41886,2,EA,1,100,0.118521
1735037670.834653,3083216.000,41886,2,EA,1,100,0.118557
1735037670.901654,3083283.000,41902,1,EA,1,100,0.118592
1735037670.968154,3083349.500,41920,2,EA,1,100,0.118628
1735037671.034655,3083416.000,41920,2,EA,1,100,0.118636
1735037671.101656,3083483.000,41936,1,EA,1,100,0.118675
1735037671.168157,3083549.500,41953,2,EA,1,100,0.118695
1735037671.234658,3083616.000,41953,2,EA,1,100,0.118734
1735037671.301659,3083683.000,41969,1,EA,1,100,0.118756
1735037671.368160,3083749.500,41987,2,EA,1,100,0.118760
1735037671.434661,3083816.000,41987,2,EA,1,100,0.118797
1735037671.501662,3083883.000,42003,1,EA,1,100,0.118825
1735037671.568163,3083949.500,42022,2,EA,1,100,0.118845
1735037671.634664,3084016.000,42022,2,EA,1,100,0.118874
1735037671.701664,3084083.000,42041,1,EA,1,100,0.118909
1735037671.768165,3084149.500,42058,2,EA,1,100,0.118935
1735037671.834666,3084216.000,42058,2,EA,1,100,0.118949
1735037671.901667,3084283.000,42074,1,EA,1,100,0.118980
1735037671.968168,3084349.500,42092,2,EA,1,100,0.119012
1735037672.034669,3084416.000,42092,2,EA,1,100,0.119041
1735037672.101670,3084483.000,42110,1,EA,1,100,0.119057
1735037672.168171,3084549.500,42125,2,EA,1,100,0.119067
1735037672.234672,3084616.000,42125,2,EA,1,100,0.119106
1735037672.301673,3084683.000,42141,1,EA,1,100,0.119153
1735037672.368174,3084749.500,42161,2,EA,1,100,0.119186
1735037672.434675,3084816.000,42161,2,EA,1,100,0.119196
1735037672.501675,3084883.000,42177,1,EA,1,100,0.119223
1735037672.568176,3084949.500,42193,2,EA,1,100,0.119247
1735037672.634677,3085016.000,42193,2,EA,1,100,0.119270
1735037672.701678,3085083.000,42209,2,EA,1,100,0.119290
1735037672.768679,3085150.000,42209,2,EA,1,100,0.119298
1735037672.834680,3085216.000,42226,1,EA,1,100,0.119325
1735037672.901681,3085283.000,42242,2,EA,1,100,0.119362
1735037672.968682,3085350.000,42242,2,EA,1,100,0.119387
1735037673.034683,3085416.000,42260,1,EA,1,100,0.119413
1735037673.101684,3085483.000,42276,2,EA,1,100,0.119432
1735037673.168684,3085550.000,42276,2,EA,1,100,0.119450
